col_names,col_labels,col_types,as_type,is_type
G1A2__5,"Pay bill  / Till number through mobile money (e.g  Lipa na MPesa, Pay Bill)",double,as.double,is.double
G1A2__6,Cash,double,as.double,is.double
G1A2__7,Cheque,double,as.double,is.double
G1A2__8,Credit or Debit card,double,as.double,is.double
G1A2__9,Hawala,double,as.double,is.double
G1A2__10,"Money transfer service (e.g  Western Union, Money Gram)",double,as.double,is.double
G1A2__11,"International mobile transfer (e.g  Wave, Transferwise)",double,as.double,is.double
G1A2__12,"Courier e.g  Nation, Securicor SpeedPost G4S",double,as.double,is.double
G1A2__13,Bus / Matatu,double,as.double,is.double
G1A2__14,In kind / noncash (goods &amp; services),double,as.double,is.double
G1A2__15,"Community currencies eg  Sarafu, Bangla Pesa",double,as.double,is.double
G1A2__16,"Cryptourrency e g bitcoin, Etherium,",double,as.double,is.double
G1A2__17,Other (SPECIFY)   ONLY MENTIONED IN G1A ),double,as.double,is.double
G1A2__18,Did not do this (DO NOT READ OUT,double,as.double,is.double
G1A2__98,Don't know(DO NOT READ OUT),double,as.double,is.double
G1A2__99,Refused to Answer (DO NOT READ OUT),double,as.double,is.double
G1A2a,Other way of paying school fees specify,character,as.character,is.character
G1B2,Most frequent way paid school fees,factor,as.factor,is.factor
G1B2a,Other most frequent way paid fees,character,as.character,is.character
G1A3__1,Bank transfer includes interent banking,double,as.double,is.double
G1A3__2,"The Post Office (e.g  PostPay, Money order)",double,as.double,is.double
G1A3__3,"A mobile money account (e.g  MPesa, Airtel Money)",double,as.double,is.double
G1A3__4,A mobile banking account,double,as.double,is.double
G1A3__5,"Pay bill  / Till number through mobile money (e.g  Lipa na MPesa, Pay Bill)",double,as.double,is.double
G1A3__6,Cash,double,as.double,is.double
G1A3__7,Cheque,double,as.double,is.double
G1A3__8,Credit or Debit card,double,as.double,is.double
G1A3__9,Hawala,double,as.double,is.double
G1A3__10,"Money transfer service (e.g  Western Union, Money Gram)",double,as.double,is.double
G1A3__11,"International mobile transfer (e.g  Wave, Transferwise)",double,as.double,is.double
G1A3__12,"Courier e.g  Nation, Securicor SpeedPost G4S",double,as.double,is.double
G1A3__13,Bus / Matatu,double,as.double,is.double
G1A3__14,In kind / noncash (goods &amp; services),double,as.double,is.double
G1A3__15,"Community currencies eg  Sarafu, Bangla Pesa",double,as.double,is.double
G1A3__16,"Cryptourrency e g bitcoin, Etherium,",double,as.double,is.double
G1A3__17,Other (SPECIFY)   ONLY MENTIONED IN G1A ),double,as.double,is.double
G1A3__18,Did not do this (DO NOT READ OUT,double,as.double,is.double
G1A3__19,Deducted from salary/Income,numeric,as.numeric,is.numeric
G1A3__98,Don't know(DO NOT READ OUT),double,as.double,is.double
G1A3__99,Refused to Answer (DO NOT READ OUT),double,as.double,is.double
G1A3a,Other way you paid bills to govt,character,as.character,is.character
G1B3,"Most frequent way paid bills to the Government (e.g. tax, fine or fee)",factor,as.factor,is.factor
G1B3a,G1B3a.Other most frequent way paid govt bill,character,as.character,is.character
G1A4__1,Bank transfer includes interent banking,double,as.double,is.double
G1A4__2,"The Post Office (e.g  PostPay, Money order)",double,as.double,is.double
G1A4__3,"A mobile money account (e.g  MPesa, Airtel Money)",double,as.double,is.double
G1A4__4,A mobile banking account,double,as.double,is.double
G1A4__5,"Pay bill  / Till number through mobile money (e.g  Lipa na MPesa, Pay Bill)",double,as.double,is.double
G1A4__6,Cash,double,as.double,is.double
G1A4__7,Cheque,double,as.double,is.double
G1A4__8,Credit or Debit card,double,as.double,is.double
G1A4__9,Hawala,double,as.double,is.double
G1A4__10,"Money transfer service (e.g  Western Union, Money Gram)",double,as.double,is.double
G1A4__11,"International mobile transfer (e.g  Wave, Transferwise)",double,as.double,is.double
G1A4__12,"Courier e.g  Nation, Securicor SpeedPost G4S",double,as.double,is.double
G1A4__13,Bus / Matatu,double,as.double,is.double
G1A4__14,In kind / noncash (goods &amp; services),double,as.double,is.double
G1A4__15,"Community currencies eg  Sarafu, Bangla Pesa",double,as.double,is.double
G1A4__16,"Cryptourrency e g bitcoin, Etherium,",double,as.double,is.double
G1A4__17,Other (SPECIFY)   ONLY MENTIONED IN G1A ),double,as.double,is.double
G1A4__18,Did not do this (DO NOT READ OUT,double,as.double,is.double
G1A4__98,Don't know(DO NOT READ OUT),double,as.double,is.double
G1A4__99,Refused to Answer (DO NOT READ OUT),double,as.double,is.double
G1A4a,G1A4a.Other way you paid for daily expenses,character,as.character,is.character
G1B4,Most frequent way paid daily expenses payed for goods at a shop/duka,factor,as.factor,is.factor
G1B4a,G1B4a.Other most frequent way paid for daily expenses,character,as.character,is.character
G1A5__1,Bank transfer includes interent banking,double,as.double,is.double
G1A5__2,"The Post Office (e.g  PostPay, Money order)",double,as.double,is.double
G1A5__3,"A mobile money account (e.g  MPesa, Airtel Money)",double,as.double,is.double
G1A5__4,A mobile banking account,double,as.double,is.double
G1A5__5,"Pay bill  / Till number through mobile money (e.g  Lipa na MPesa, Pay Bill)",double,as.double,is.double
G1A5__6,Cash,double,as.double,is.double
G1A5__7,Cheque,double,as.double,is.double
G1A5__8,Credit or Debit card,double,as.double,is.double
G1A5__9,Hawala,double,as.double,is.double
G1A5__10,"Money transfer service (e.g  Western Union, Money Gram)",double,as.double,is.double
G1A5__11,"International mobile transfer (e.g  Wave, Transferwise)",double,as.double,is.double
G1A5__12,"Courier e.g  Nation, Securicor SpeedPost G4S",double,as.double,is.double
G1A5__13,Bus / Matatu,double,as.double,is.double
G1A5__14,In kind / noncash (goods &amp; services),double,as.double,is.double
G1A5__15,"Community currencies eg  Sarafu, Bangla Pesa",double,as.double,is.double
G1A5__16,"Cryptourrency e g bitcoin, Etherium,",double,as.double,is.double
G1A5__17,Other (SPECIFY)   ONLY MENTIONED IN G1A ),double,as.double,is.double
G1A5__18,Did not do this (DO NOT READ OUT,double,as.double,is.double
G1A5__98,Don't know(DO NOT READ OUT),double,as.double,is.double
G1A5__99,Refused to Answer (DO NOT READ OUT),double,as.double,is.double
G1A5a,G1A5a.Other way sent money inside Kenya,character,as.character,is.character
G1B5,"Sent / gave money inside Kenya (including to friends, family)",factor,as.factor,is.factor
G1B5a,G1B5a.Other most frequent way sent money inside Kenya,character,as.character,is.character
G1A6__1,Bank transfer includes interent banking,double,as.double,is.double
G1A6__2,"The Post Office (e.g  PostPay, Money order)",double,as.double,is.double
G1A6__3,"A mobile money account (e.g  MPesa, Airtel Money)",double,as.double,is.double
G1A6__4,A mobile banking account,double,as.double,is.double
G1A6__5,"Pay bill  / Till number through mobile money (e.g  Lipa na MPesa, Pay Bill)",double,as.double,is.double
G1A6__6,Cash,double,as.double,is.double
G1A6__7,Cheque,double,as.double,is.double
G1A6__8,Credit or Debit card,double,as.double,is.double
G1A6__9,Hawala,double,as.double,is.double
G1A6__10,"Money transfer service (e.g  Western Union, Money Gram)",double,as.double,is.double
G1A6__11,"International mobile transfer (e.g  Wave, Transferwise)",double,as.double,is.double
G1A6__12,"Courier e.g  Nation, Securicor SpeedPost G4S",double,as.double,is.double
G1A6__13,Bus / Matatu,double,as.double,is.double
G1A6__14,In kind / noncash (goods &amp; services),double,as.double,is.double
G1A6__15,"Community currencies eg  Sarafu, Bangla Pesa",double,as.double,is.double
G1A6__16,"Cryptourrency e g bitcoin, Etherium,",double,as.double,is.double
G1A6__17,Other (SPECIFY)   ONLY MENTIONED IN G1A ),double,as.double,is.double
G1A6__18,Did not do this (DO NOT READ OUT,double,as.double,is.double
G1A6__98,Don't know(DO NOT READ OUT),double,as.double,is.double
G1A6__99,Refused to Answer (DO NOT READ OUT),double,as.double,is.double
G1A6a,G1A6a.Other way sent money outside Kenya,character,as.character,is.character
G1B6,Most frequent way Sent / gave money inside Kenya (including to friends)),factor,as.factor,is.factor
G1B6a,G1B6a.Other most frequent way sent money outside Kenya,character,as.character,is.character
G1A7__1,Bank transfer includes interent banking,double,as.double,is.double
G1A7__2,"The Post Office (e.g  PostPay, Money order)",double,as.double,is.double
G1A7__3,"A mobile money account (e.g  MPesa, Airtel Money)",double,as.double,is.double
G1A7__4,A mobile banking account,double,as.double,is.double
G1A7__5,"Pay bill  / Till number through mobile money (e.g  Lipa na MPesa, Pay Bill)",double,as.double,is.double
G1A7__6,Cash,double,as.double,is.double
G1A7__7,Cheque,double,as.double,is.double
G1A7__8,Credit or Debit card,double,as.double,is.double
G1A7__9,Hawala,double,as.double,is.double
G1A7__10,"Money transfer service (e.g  Western Union, Money Gram)",double,as.double,is.double
G1A7__11,"International mobile transfer (e.g  Wave, Transferwise)",double,as.double,is.double
G1A7__12,"Courier e.g  Nation, Securicor SpeedPost G4S",double,as.double,is.double
G1A7__13,Bus / Matatu,double,as.double,is.double
G1A7__14,In kind / noncash (goods &amp; services),double,as.double,is.double
G1A7__15,"Community currencies eg  Sarafu, Bangla Pesa",double,as.double,is.double
G1A7__16,"Cryptourrency e g bitcoin, Etherium,",double,as.double,is.double
G1A7__17,Other (SPECIFY)   ONLY MENTIONED IN G1A ),double,as.double,is.double
G1A7__18,Did not do this (DO NOT READ OUT,double,as.double,is.double
G1A7__98,Don't know(DO NOT READ OUT),double,as.double,is.double
G1A7__99,Refused to Answer (DO NOT READ OUT),double,as.double,is.double
G1A7a,G1A7a.Other way that you Received money from inside Kenya,character,as.character,is.character
G1B7,Most frequent way received money from inside Kenya (including from friend),factor,as.factor,is.factor
G1B7a,G1B7a.Other MOST FREQUENT way that you Received money from inside Kenya,character,as.character,is.character
G1A8__1,Bank transfer includes interent banking,double,as.double,is.double
G1A8__2,"The Post Office (e.g  PostPay, Money order)",double,as.double,is.double
G1A8__3,"A mobile money account (e.g  MPesa, Airtel Money)",double,as.double,is.double
G1A8__4,A mobile banking account,double,as.double,is.double
G1A8__5,"Pay bill  / Till number through mobile money (e.g  Lipa na MPesa, Pay Bill)",double,as.double,is.double
G1A8__6,Cash,double,as.double,is.double
G1A8__7,Cheque,double,as.double,is.double
G1A8__8,Credit or Debit card,double,as.double,is.double
G1A8__9,Hawala,double,as.double,is.double
G1A8__10,"Money transfer service (e.g  Western Union, Money Gram)",double,as.double,is.double
G1A8__11,"International mobile transfer (e.g  Wave, Transferwise)",double,as.double,is.double
G1A8__12,"Courier e.g  Nation, Securicor SpeedPost G4S",double,as.double,is.double
G1A8__13,Bus / Matatu,double,as.double,is.double
G1A8__14,In kind / noncash (goods &amp; services),double,as.double,is.double
G1A8__15,"Community currencies eg  Sarafu, Bangla Pesa",double,as.double,is.double
G1A8__16,"Cryptourrency e g bitcoin, Etherium,",double,as.double,is.double
G1A8__17,Other (SPECIFY)   ONLY MENTIONED IN G1A ),double,as.double,is.double
G1A8__18,Did not do this (DO NOT READ OUT,double,as.double,is.double
G1A8__98,Don't know(DO NOT READ OUT),double,as.double,is.double
G1A8__99,Refused to Answer (DO NOT READ OUT),double,as.double,is.double
G1A8a,G1A8a.Other way that you Received money from outside Kenya,character,as.character,is.character
G1B8,Most frequent way received money from inside Kenya,factor,as.factor,is.factor
G1B8a,G1B8a.Other MOST FREQUENT way that you Received money from outside Kenya,character,as.character,is.character
G1A9__1,Bank transfer includes interent banking,double,as.double,is.double
G1A9__2,"The Post Office (e.g  PostPay, Money order)",double,as.double,is.double
G1A9__3,"A mobile money account (e.g  MPesa, Airtel Money)",double,as.double,is.double
G1A9__4,A mobile banking account,double,as.double,is.double
G1A9__5,"Pay bill  / Till number through mobile money (e.g  Lipa na MPesa, Pay Bill)",double,as.double,is.double
G1A9__6,Cash,double,as.double,is.double
G1A9__7,Cheque,double,as.double,is.double
G1A9__8,Credit or Debit card,double,as.double,is.double
G1A9__9,Hawala,double,as.double,is.double
G1A9__10,"Money transfer service (e.g  Western Union, Money Gram)",double,as.double,is.double
G1A9__11,"International mobile transfer (e.g  Wave, Transferwise)",double,as.double,is.double
G1A9__12,"Courier e.g  Nation, Securicor SpeedPost G4S",double,as.double,is.double
G1A9__13,Bus / Matatu,double,as.double,is.double
G1A9__14,In kind / noncash (goods &amp; services),double,as.double,is.double
G1A9__15,"Community currencies eg  Sarafu, Bangla Pesa",double,as.double,is.double
G1A9__16,"Cryptourrency e g bitcoin, Etherium,",double,as.double,is.double
G1A9__17,Other (SPECIFY)   ONLY MENTIONED IN G1A ),double,as.double,is.double
G1A9__18,Did not do this (DO NOT READ OUT,double,as.double,is.double
G1A9__19,Through Insurance,numeric,as.numeric,is.numeric
G1A9__20,NHIF,numeric,as.numeric,is.numeric
G1A9__98,Don't know(DO NOT READ OUT),double,as.double,is.double
G1A9__99,Refused to Answer (DO NOT READ OUT),double,as.double,is.double
G1A9a,G1A9a.Other way Paid a bill for medical treatment,character,as.character,is.character
G1B9,MOST FREQUENT way that you Paid a bill for medical treatment,factor,as.factor,is.factor
G1B9a,G1B9a.Other MOST FREQUENT way that you Paid a bill for medical treatment,character,as.character,is.character
G2,use of cash,factor,as.factor,is.factor
G3__0,Sent Money Where Outside Kenya,factor,as.factor,is.factor
G3__1,Sent Money Where Outside Kenya,factor,as.factor,is.factor
G3a,Other Country Sent Money to,character,as.character,is.character
G4,Frequency Sent,factor,as.factor,is.factor
G5,Month sent,factor,as.factor,is.factor
G6,Amount sent last time (KShs),factor,as.factor,is.factor
G7,Remittance sent use,factor,as.factor,is.factor
G7i,Remittance sent use - Other,character,as.character,is.character
G8__0,Received Money from Country,factor,as.factor,is.factor
G8__1,Received Money from Country,factor,as.factor,is.factor
G8__2,Received Money from Country,factor,as.factor,is.factor
G8__3,Received Money from Country,factor,as.factor,is.factor
G8i,Received Money from Country,character,as.character,is.character
G9,Amount received (KSh),factor,as.factor,is.factor
G10,Month Received,factor,as.factor,is.factor
G11,Amount Received last (KSh),factor,as.factor,is.factor
G12,Remittance received use,factor,as.factor,is.factor
G12i,Remittance received use - Other,character,as.character,is.character
H1A,Somebody Else's Bank Account,factor,as.factor,is.factor
H1B__1,I don’t want to pay service fees,double,as.double,is.double
H1B__2,I have to keep a minimum balance at the bank,double,as.double,is.double
H1B__3,I don’t have money to save,double,as.double,is.double
H1B__4,The bank will not give me a loan,double,as.double,is.double
H1B__5,I don’t have a regular income,double,as.double,is.double
H1B__6,I can’t afford to,double,as.double,is.double
H1B__7,The bank is too far from where I live,double,as.double,is.double
H1B__8,I prefer dealing in cash,double,as.double,is.double
H1B__9,I prefer to use other options rather than the bank,double,as.double,is.double
H1B__10,It takes too long to get my money,double,as.double,is.double
H1B__11,I do not have a job,double,as.double,is.double
H1B__12,I don’t have a national ID / Passport,double,as.double,is.double
H1B__13,I can’t read or write,double,as.double,is.double
H1B__14,I'm too young to have a bank account,double,as.double,is.double
H1B__15,I don’t need a bank account,double,as.double,is.double
H1B__16,I do not like the long queues,double,as.double,is.double
H1B__17,I don’t trust banks,double,as.double,is.double
H1B__18,I can do all the transactions I need using a different kind of institutions (e.g. chama or Sacco),double,as.double,is.double
H1B__19,Cultural/ Religious reasons,double,as.double,is.double
H1B__20,Feels discriminated,double,as.double,is.double
H1B__21,Other (SPECIFY),double,as.double,is.double
H1B__98,Don’t know (DO NOT READ OUT),double,as.double,is.double
H1B__99,Refused to Answer (DO NOT READ OUT),double,as.double,is.double
H1Bi,Reason for Non Use Bank,character,as.character,is.character
H1__1,African Banking Corporation Ltd,double,as.double,is.double
H1__2,Absa Bank Kenya Plc,double,as.double,is.double
H1__3,Access Bank Limited,double,as.double,is.double
H1__4,Bank of Africa Ltd,double,as.double,is.double
H1__5,Bank of Baroda (Kenya) Limited,double,as.double,is.double
H1__6,Bank of India,double,as.double,is.double
H1__7,Citibank N.A. Kenya,double,as.double,is.double
H1__8,Consolidated Bank of Kenya Limited,double,as.double,is.double
H1__9,Co-operative Bank of Kenya Ltd,double,as.double,is.double
H1__10,Credit Bank Ltd,double,as.double,is.double
H1__11,Development Bank of Kenya Ltd,double,as.double,is.double
H1__12,Diamond Trust Bank Kenya Limited,double,as.double,is.double
H1__13,DIB Bank Kenya Ltd,double,as.double,is.double
H1__14,Ecobank Kenya Ltd,double,as.double,is.double
H1__15,Equity Bank Kenya Ltd,double,as.double,is.double
H1__16,Family Bank Ltd,double,as.double,is.double
H1__17,First Community Bank Ltd,double,as.double,is.double
H1__18,Guaranty Trust Bank,double,as.double,is.double
H1__19,Guardian Bank Limited,double,as.double,is.double
H1__20,Gulf African Bank,double,as.double,is.double
H1__21,Habib Bank AG Zurich,double,as.double,is.double
H1__22,HFC Ltd,double,as.double,is.double
H1__23,I M Bank Ltd,double,as.double,is.double
H1__24,KCB Bank Ltd,double,as.double,is.double
H1__25,Kingdom Bank Limited,double,as.double,is.double
H1__26,Mayfair Bank Ltd,double,as.double,is.double
H1__27,Middle East Bank (K) Ltd,double,as.double,is.double
H1__28,M-Oriental Commercial Bank,double,as.double,is.double
H1__29,National Bank of Kenya Ltd,double,as.double,is.double
H1__30,NCBA Bank Kenya PLC,double,as.double,is.double
H1__31,Paramount Bank Ltd,double,as.double,is.double
H1__32,Prime Bank Ltd,double,as.double,is.double
H1__33,SBM Bank Kenya Ltd,double,as.double,is.double
H1__34,Sidian Bank Ltd,double,as.double,is.double
H1__35,Spire Bank Limited,double,as.double,is.double
H1__36,Stanbic Bank Kenya Ltd,double,as.double,is.double
H1__37,Standard Chartered Bank (K) Ltd,double,as.double,is.double
H1__38,UBA Kenya Bank Ltd,double,as.double,is.double
H1__39,Victoria Commercial Bank Limited,double,as.double,is.double
H1__98,Don’t know (DO NOT READ OUT),double,as.double,is.double
H1__99,Refused to Answer  (DO NOT READ OUT),double,as.double,is.double
H2.1,1 African Banking Corporation Ltd,double,as.double,is.double
H2.2,2 Absa Bank Kenya Plc,double,as.double,is.double
H2.3,3 Access Bank Limited,double,as.double,is.double
H2.4,4 Bank of Africa Ltd,double,as.double,is.double
H2.7,7 Citibank N.A. Kenya,double,as.double,is.double
H2.8,8 Consolidated Bank of Kenya Limited,double,as.double,is.double
H2.9,9 Co-operative Bank of Kenya Ltd,double,as.double,is.double
H2.10,10 Credit Bank Ltd,double,as.double,is.double
H2.11,11 Development Bank of Kenya Ltd,double,as.double,is.double
H2.12,12 Diamond Trust Bank Kenya Limited,double,as.double,is.double
H2.13,13 DIB Bank Kenya Ltd,double,as.double,is.double
H2.14,14 Ecobank Kenya Ltd,double,as.double,is.double
H2.15,15 Equity Bank Kenya Ltd,double,as.double,is.double
H2.16,16 Family Bank Ltd,double,as.double,is.double
H2.17,17 First Community Bank Ltd,double,as.double,is.double
H2.18,18 Guaranty Trust Bank,double,as.double,is.double
H2.20,20 Gulf African Bank,double,as.double,is.double
H2.21,21 Habib Bank AG Zurich,double,as.double,is.double
H2.22,22 HFC Ltd,double,as.double,is.double
H2.23,23 I M Bank Ltd,double,as.double,is.double
H2.24,24 KCB Bank Ltd,double,as.double,is.double
H2.25,25 Kingdom Bank Limited,double,as.double,is.double
H2.26,26 Mayfair Bank Ltd,double,as.double,is.double
H2.28,28 M-Oriental Commercial Bank,double,as.double,is.double
H2.29,29 National Bank of Kenya Ltd,double,as.double,is.double
H2.30,30 NCBA Bank Kenya PLC,double,as.double,is.double
H2.31,31 Paramount Bank Ltd,double,as.double,is.double
H2.32,32 Prime Bank Ltd,double,as.double,is.double
H2.33,33 SBM Bank Kenya Ltd,double,as.double,is.double
H2.34,34 Sidian Bank Ltd,double,as.double,is.double
H2.36,36 Stanbic Bank Kenya Ltd,double,as.double,is.double
H2.37,37 Standard Chartered Bank (K) Ltd,double,as.double,is.double
H2.38,38 UBA Kenya Bank Ltd,double,as.double,is.double
H2.98,"98 ""Don’t know (DO NOT READ OUT)""",double,as.double,is.double
H2.99,"99 ""Refused to Answer  (DO NOT READ OUT)""",double,as.double,is.double
H3.1,1 African Banking Corporation Ltd,factor,as.factor,is.factor
H3.2,2 Absa Bank Kenya Plc,factor,as.factor,is.factor
H3.3,3 Access Bank Limited,factor,as.factor,is.factor
H3.4,4 Bank of Africa Ltd,factor,as.factor,is.factor
H3.7,7 Citibank N.A. Kenya,factor,as.factor,is.factor
H3.8,8 Consolidated Bank of Kenya Limited,factor,as.factor,is.factor
H3.9,9 Co-operative Bank of Kenya Ltd,factor,as.factor,is.factor
H3.10,10 Credit Bank Ltd,factor,as.factor,is.factor
H3.11,11 Development Bank of Kenya Ltd,factor,as.factor,is.factor
H3.12,12 Diamond Trust Bank Kenya Limited,factor,as.factor,is.factor
H3.13,13 DIB Bank Kenya Ltd,factor,as.factor,is.factor
H3.14,14 Ecobank Kenya Ltd,factor,as.factor,is.factor
H3.15,15 Equity Bank Kenya Ltd,factor,as.factor,is.factor
H3.16,16 Family Bank Ltd,factor,as.factor,is.factor
H3.17,17 First Community Bank Ltd,factor,as.factor,is.factor
H3.18,18 Guaranty Trust Bank,factor,as.factor,is.factor
H3.20,20 Gulf African Bank,factor,as.factor,is.factor
H3.21,21 Habib Bank AG Zurich,factor,as.factor,is.factor
H3.22,22 HFC Ltd,factor,as.factor,is.factor
H3.23,23 I M Bank Ltd,factor,as.factor,is.factor
H3.24,24 KCB Bank Ltd,factor,as.factor,is.factor
H3.25,25 Kingdom Bank Limited,factor,as.factor,is.factor
H3.26,26 Mayfair Bank Ltd,factor,as.factor,is.factor
H3.28,28 M-Oriental Commercial Bank,factor,as.factor,is.factor
H3.29,29 National Bank of Kenya Ltd,factor,as.factor,is.factor
H3.30,30 NCBA Bank Kenya PLC,factor,as.factor,is.factor
H3.31,31 Paramount Bank Ltd,factor,as.factor,is.factor
H3.32,32 Prime Bank Ltd,factor,as.factor,is.factor
H3.33,33 SBM Bank Kenya Ltd,factor,as.factor,is.factor
H3.34,34 Sidian Bank Ltd,factor,as.factor,is.factor
H3.36,36 Stanbic Bank Kenya Ltd,factor,as.factor,is.factor
H3.37,37 Standard Chartered Bank (K) Ltd,factor,as.factor,is.factor
H3.38,38 UBA Kenya Bank Ltd,factor,as.factor,is.factor
H3.98,"98 ""Don’t know (DO NOT READ OUT)""",factor,as.factor,is.factor
H3.99,"99 ""Refused to Answer  (DO NOT READ OUT)""",factor,as.factor,is.factor
H4.1,1 African Banking Corporation Ltd,factor,as.factor,is.factor
H4.2,2 Absa Bank Kenya Plc,factor,as.factor,is.factor
H4.3,3 Access Bank Limited,factor,as.factor,is.factor
H4.4,4 Bank of Africa Ltd,factor,as.factor,is.factor
H4.7,7 Citibank N.A. Kenya,factor,as.factor,is.factor
H4.8,8 Consolidated Bank of Kenya Limited,factor,as.factor,is.factor
H4.9,9 Co-operative Bank of Kenya Ltd,factor,as.factor,is.factor
H4.10,10 Credit Bank Ltd,factor,as.factor,is.factor
H4.11,11 Development Bank of Kenya Ltd,factor,as.factor,is.factor
H4.12,12 Diamond Trust Bank Kenya Limited,factor,as.factor,is.factor
H4.13,13 DIB Bank Kenya Ltd,factor,as.factor,is.factor
H4.14,14 Ecobank Kenya Ltd,factor,as.factor,is.factor
H4.15,15 Equity Bank Kenya Ltd,factor,as.factor,is.factor
H4.16,16 Family Bank Ltd,factor,as.factor,is.factor
H4.17,17 First Community Bank Ltd,factor,as.factor,is.factor
H4.18,18 Guaranty Trust Bank,factor,as.factor,is.factor
H4.20,20 Gulf African Bank,factor,as.factor,is.factor
H4.21,21 Habib Bank AG Zurich,factor,as.factor,is.factor
H4.22,22 HFC Ltd,factor,as.factor,is.factor
H4.23,23 I M Bank Ltd,factor,as.factor,is.factor
H4.24,24 KCB Bank Ltd,factor,as.factor,is.factor
H4.25,25 Kingdom Bank Limited,factor,as.factor,is.factor
H4.26,26 Mayfair Bank Ltd,factor,as.factor,is.factor
H4.28,28 M-Oriental Commercial Bank,factor,as.factor,is.factor
H4.29,29 National Bank of Kenya Ltd,factor,as.factor,is.factor
H4.30,30 NCBA Bank Kenya PLC,factor,as.factor,is.factor
H4.31,31 Paramount Bank Ltd,factor,as.factor,is.factor
H4.32,32 Prime Bank Ltd,factor,as.factor,is.factor
H4.33,33 SBM Bank Kenya Ltd,factor,as.factor,is.factor
H4.34,34 Sidian Bank Ltd,factor,as.factor,is.factor
H4.36,36 Stanbic Bank Kenya Ltd,factor,as.factor,is.factor
H4.37,37 Standard Chartered Bank (K) Ltd,factor,as.factor,is.factor
H4.38,38 UBA Kenya Bank Ltd,factor,as.factor,is.factor
H4.98,"98 ""Don’t know (DO NOT READ OUT)""",factor,as.factor,is.factor
H4.99,"99 ""Refused to Answer  (DO NOT READ OUT)""",factor,as.factor,is.factor
H5,90 Day Usage Bank,factor,as.factor,is.factor
H6,Frequency of Use,factor,as.factor,is.factor
H7__1,At a bank branch,double,as.double,is.double
H7__2,At a bank agent,double,as.double,is.double
H7__3,Via mobile banking,double,as.double,is.double
H7__4,Via ATM,double,as.double,is.double
H7__5,Using Internet banking / Online Banking,double,as.double,is.double
H7__6,Using POS/ Card machine swipe,double,as.double,is.double
H7__7,Other (SPECIFY),double,as.double,is.double
H7__8,Have not used my bank account in the past 12 months (DO NOT READ OUT),double,as.double,is.double
H7__99,Refused to Answer (DO NOT READ OUT),double,as.double,is.double
H7i,Bank Channels Used,character,as.character,is.character
H8,Most Frequent Banking Channel,factor,as.factor,is.factor
H8i,Most Frequent Banking Channel,character,as.character,is.character
H9__1,Transfers between bank and mobile phone accounts (e.g Standing orders),double,as.double,is.double
H9__2,Credit Card,double,as.double,is.double
H9__3,ATM/Debit Card,double,as.double,is.double
H9__4,Pesalink,double,as.double,is.double
H9__5,"Other bank to bank transfers, not Pesalink (e.g. EFT, RTGS)",double,as.double,is.double
H9__6,"International bank transfer (e.g. East African Payment System, COMESA Regional Electronic Payment System (REPSS))",double,as.double,is.double
H9__7,Deposited /withdrew cash/ Cheque over the counter,double,as.double,is.double
H9__8,Other Specify,double,as.double,is.double
H9__98,Don’t know (DO NOT READ OUT),double,as.double,is.double
H9__99,Refused to Answer (DO NOT READ OUT),double,as.double,is.double
H9i,Bank Channels Used,character,as.character,is.character
H10__1,Unexpected charges,double,as.double,is.double
H10__2,Lost money / Money missing from my account eg Cards/PIN fraud,double,as.double,is.double
H10__3,Poor service received at a branch / agent / customer care,double,as.double,is.double
H10__4,ATM or Card Swipe machine not working,double,as.double,is.double
H10__5,Inability to access bank account through mobile /internet banking,double,as.double,is.double
H11__1,Phone fraud (third party took money from my account via mobile banking/mobile banking pin got into the wrong hands),double,as.double,is.double
H11__2,"Card fraud (third party took money from my account through my card (pin got into the wrong hands; skimming, fishing)",double,as.double,is.double
H11__3,Internal fraud (someone internal to the institution (bank) took money from my account),double,as.double,is.double
H11__4,Identity theft (someone stole my identification details and took a loan under my name/withdrew money from my account,double,as.double,is.double
H11__5,Cybercrime (my account was hacked),double,as.double,is.double
H11__6,Other (SPECIFY),double,as.double,is.double
H11__98,Don’t know (DO NOT READ OUT),double,as.double,is.double
H11__99,Refused to Answer (DO NOT READ OUT),double,as.double,is.double
H11i,Other ways lost money,character,as.character,is.character
H12,Consumer Protection - Banking,factor,as.factor,is.factor
H13A__1,"Went to the bank / bank manager Go to the bank/ bank manager""",double,as.double,is.double
H13A__2,"Called customer care Call customer care""",double,as.double,is.double
H13A__3,"Contacted / went to Central Bank of Kenya (CBK) Contact / go to the Central Bank of Kenya (CBK)""",double,as.double,is.double
H13A__4,"Contacted / went to another Government agency, not CBK (e.g. CID, Police, ) Contact / go to another government agency, not CBK (e.g. CID, Police,",double,as.double,is.double
H13A__5,"Posted on social media (e.g. Twitter, Facebook) Post on social media (e.g. Twitter, Facebook)""",double,as.double,is.double
H13A__6,Other (SPECIFY),double,as.double,is.double
H13A__98,Don’t know  (DO NOT READ OUT),double,as.double,is.double
H13A__99,Refused to Answer  (DO NOT READ OUT),double,as.double,is.double
H13Ai,Banking Services Redress,character,as.character,is.character
H13B__1,Go to the bank/ bank manager,double,as.double,is.double
H13B__2,Call customer care,double,as.double,is.double
H13B__3,Contact / go to the Central Bank of Kenya (CBK),double,as.double,is.double
